slug,acronym,name,edition_date,country,pages,volume,shelf_number,dates,notes
"Ministère du Commerce. Direction du commerce extérieur. Annales du Commerce Extérieur. 2ème fascicule. Faits Commerciaux N° 27. Paris, 1884. Cote BNF: MFILM LC5-138 (BK) (1860-1884)1860/11-1884/12 (N°15-28)",ACE-3,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,1884,Espagne,,27,BNF: MFILM LC5-138 (BK) (1860-1884) 1860/11-1884/12 (N°15-28),,
Renseignements généraux sur le commerce des colonies françaises et la navigation en 1928.,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1928,
Renseignements généraux sur les colonies françaises et la navigation en 1915,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1915,
Renseignements généraux sur les colonies françaises et la navigation en 1917,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1917,
Renseignements généraux sur les colonies françaises et la navigation en 1919,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1919,
Renseignements généraux sur les colonies françaises et la navigation en 1921,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1921,
Renseignements généraux sur les colonies françaises et la navigation en 1923,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1923,
Renseignements généraux sur les colonies françaises et la navigation en 1925,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1925,
Renseignements généraux sur les colonies françaises et la navigation en 1927,CE-COL-FR,Renseignements généraux sur le commerce des colonies françaises,,,,,,1927,
"Report on the commercial relations of the United States with all Foreign Nations, 1855-1856",RC-USA,Report on the commercial relations of the United States with all Foreign Nations,,,,,,1855-1856,
Résumé des statistiques coloniales pour les années 1892-1893-1894-1895,STA-COL-FR,Résumé des statistiques coloniales pour les années 1892-1893-1894-1895,,,,,,1892-1895,
"SDN, Statistiques du commerce international, 1938.",SC-SDN,Statistiques du commerce extérieur,,,,,,1938,
"Secrétariat d'Etat aux Colonies, (1941), Statistiques du commerce extérieur des possessions françaises en 1938 / SECRETARIAT D'ETAT AUX COLONIES, (bibliothèque de SciencesPo, Livre Annexe, côte FOL.0286)",SCPF-COL-FR,Statistiques du commerce extérieur des possessions françaises,1941,,,,"bibliothèque de SciencesPo, Livre Annexe, côte FOL.0286",1938,
"Sevket Pamuk, Ottoman Foreign Trade in the 19th Century, 1995.",FT-TUR,Ottoman Foreign Trade in the 19th Century,1995,,,,,,
"Smits J-P., Horlings E., van Zanden J. L., Dutch GDP and its Components, 1800-1913 (2000)",GDP-NL,Dutch GDP and its Components 1800-1913,2000,,,,,,
"Société des Nations, Annuaire statistique 1933-1934.",AN-SDN,Annuaire statistique de la Société des Nations,,,,,,1933-1934,
"Société des Nations, Annuaire statistique 1934-1935.",AN-SDN,Annuaire statistique de la Société des Nations,,,,,,1934-1935,
"Société des Nations, Annuaire statistique 1935-1936.",AN-SDN,Annuaire statistique de la Société des Nations,,,,,,1935-1936,
"Société des Nations, Annuaire statistique 1936-1937.",AN-SDN,Annuaire statistique de la Société des Nations,,,,,,1936-1937,
"Société des Nations, Annuaire statistique 1937-1938.",AN-SDN,Annuaire statistique de la Société des Nations,,,,,,1937-1938,
"Société des Nations, Annuaire statistique 1938-1939.",AN-SDN,Annuaire statistique de la Société des Nations,,,,,,1938-1939,
"Société des Nations, Annuaire statistique 1939-1940.",AN-SDN,Annuaire statistique de la Société des Nations,,,,,,1939-1940,
"Société des Nations, Mémorandum sur le commerce international et sur les balances des paiements 1926-1928 (III)",MC-SDN,Mémorandum sur le commerce international et sur les balances des paiements,,,,3,,1926-1928,
"Société des Nations, Mémorandum sur le commerce international et sur les balances des paiements 1927-1929 (III)",MC-SDN,Mémorandum sur le commerce international et sur les balances des paiements,,,,3,,1927-1929,
"Société des Nations, Statistiques du commerce extérieur 1930.",SC-SDN,Statistiques du commerce extérieur,,,,,,1930,
"Société des Nations, Statistiques du commerce extérieur 1931 et 1932.",SC-SDN,Statistiques du commerce extérieur,,,,,,1931-1932,
"Société des Nations, Statistiques du commerce extérieur 1934.",SC-SDN,Statistiques du commerce extérieur,,,,,,1934,
"Société des Nations, Statistiques du commerce extérieur 1936.",SC-SDN,Statistiques du commerce extérieur,,,,,,1936,
"Société des Nations, Statistiques du commerce extérieur 1937.",SC-SDN,Statistiques du commerce extérieur,,,,,,1937,
"Société des Nations, Statistiques du commerce extérieur.",SC-SDN,Statistiques du commerce extérieur,,,,,,,
"Statistical Abstract for British self-governing dominions, colonies, possessions, and protectorates in each year from 1901 to 1915 (53).",SA-BC,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,53,,1901-1915,
Statistical Abstract for the British Empire for each of the seven years 1924 to 1930 (61),SA-BC,Statistical Abstract for the British Empire,,,,61,,1924-1930,
Statistical Abstract for the British Empire for each of the ten years 1924 to 1933 (63),SA-BC,Statistical Abstract for the British Empire,,,,63,,1924-1933,
Statistical Abstract for the British Empire for each of the ten years 1927 to 1936 (66),SA-BC,Statistical Abstract for the British Empire,,,,66,,1927-1936,
Statistical Abstract for the British Empire for each of the ten years 1929 to 1938 (68),SA-BC,Statistical Abstract for the British Empire,,,,68,,1929-1938,
"Statistical Abstract for the British Empire for each of the years 1913, 1924-29 (60)",SA-BC,Statistical Abstract for the British Empire,,,,60,,"1913, 1924-29",
Statistical Abstract for the principal and other Foreign Countries in each year from 1860 to 1872 (1),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,1,,1860-1872,
Statistical Abstract for the principal and other Foreign Countries in each year from 1860 to 1875/76 (4),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,4,,1860-1875/76,
Statistical Abstract for the principal and other Foreign Countries in each year from 1865 to 1876/77 (5),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,5,,1865-1876/77,
Statistical Abstract for the principal and other Foreign Countries in each year from 1868 to 1878/79 (7),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,7,,1868-1878/79,
Statistical Abstract for the principal and other Foreign Countries in each year from 1870 to 1879/80 (8),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,8,,1870-1879/80,
Statistical Abstract for the principal and other Foreign Countries in each year from 1871 to 1880/81 (9),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,9,,1871-1880/81,
Statistical Abstract for the principal and other Foreign Countries in each year from 1872 to 1881/82 (10),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,10,,1872-1881/82,
Statistical Abstract for the principal and other Foreign Countries in each year from 1875 to 1884/85 (13),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,13,,1875-1884/85,
Statistical Abstract for the principal and other Foreign Countries in each year from 1877 to 1886/87 (15),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,15,,1877-1886/87,
Statistical Abstract for the principal and other Foreign Countries in each year from 1878 to 1887/88 (16),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,16,,1878-1887/88,
Statistical Abstract for the principal and other Foreign Countries in each year from 1879 to 1888/89 (17),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,17,,1879-1888/89,
Statistical Abstract for the principal and other Foreign Countries in each year from 1880 to 1889/90 (18),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,18,,1880-1889/90,
Statistical Abstract for the principal and other Foreign Countries in each year from 1881 to 1890/91 (19),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,19,,1881-1890/91,
Statistical Abstract for the principal and other Foreign Countries in each year from 1882 to 1891/92 (20),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,20,,1882-1891/92,
Statistical Abstract for the principal and other Foreign Countries in each year from 1883 to 1892/93 (21),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,21,,1883-1892/93,
Statistical Abstract for the principal and other Foreign Countries in each year from 1884 to 1893/94 (22),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,22,,1884-1893/94,
Statistical Abstract for the principal and other Foreign Countries in each year from 1885 to 1894/95 (23),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,23,,1885-1894/95,
Statistical Abstract for the principal and other Foreign Countries in each year from 1888 to 1897/98 (26),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,26,,1888-1897/98,
Statistical Abstract for the principal and other Foreign Countries in each year from 1889 to 1898/99 (27),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,27,,1889-1898/99,
Statistical Abstract for the principal and other Foreign Countries in each year from 1891 to 1900/01 (29),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,29,,1891-1900/01,
Statistical Abstract for the principal and other Foreign Countries in each year from 1892 to 1901/02 (30),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,30,,1892-1901/02,
Statistical Abstract for the principal and other Foreign Countries in each year from 1894 to 1903/04 (32),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,32,,1894-1903/04,
Statistical Abstract for the principal and other Foreign Countries in each year from 1895 to 1904/05 (33),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,33,,1895-1904/05,
Statistical Abstract for the principal and other Foreign Countries in each year from 1897 to 1907/08 (35),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,35,,1897-1907/08,
Statistical Abstract for the principal and other Foreign Countries in each year from 1898 to 1908/09 (36),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,36,,1898-1908/09,
Statistical Abstract for the principal and other Foreign Countries in each year from 1899 to 1909/10 (37),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,37,,1899-1909/10,
Statistical Abstract for the principal and other Foreign Countries in each year from 1900 to 1910/11 (38),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,38,,1900-1910/11,
Statistical Abstract for the principal and other Foreign Countries in each year from 1901 to 1912 (39),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,39,,1901-1912,
Statistical Abstract for the principal and other Foreign Countries in each year from 1907 to 1918,SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,,,1907-1918,
Statistical Abstract for the principal and other Foreign Countries in each year from 1907 to 1918 (39),SA-FC,Statistical Abstract for the principal and other Foreign Countries,,,,39,,1907-1918,
"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1889 to 1903 (41)",SA-BC,"Statistical Abstract for the several British colonies, possessions, and protectorates",,,,41,,1889-1903,
"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1890 to 1904 (42)",SA-BC,"Statistical Abstract for the several British colonies, possessions, and protectorates",,,,42,,1890-1904,
"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1891 to 1905 (43)",SA-BC,"Statistical Abstract for the several British colonies, possessions, and protectorates",,,,43,,1891-1905,
"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1892 to 1906 (44)",SA-BC,"Statistical Abstract for the several British colonies, possessions, and protectorates",,,,44,,1892-1906,
"Statistical Abstract for the several British colonies, possessions, and protectorates in each year from 1893 to 1907 (45)",SA-BC,"Statistical Abstract for the several British colonies, possessions, and protectorates",,,,45,,1893-1907,
Statistical Abstract for the several British oversea dominions and protectorates for each of the years 1913 and 1922 to 1927 (59),SA-BC,Statistical Abstract for the several British oversea dominions and protectorates,,,,59,,"1913, 1922-27",
Statistical Abstract for the several British oversea dominions and protectorates in each year from 1905 to 1919 (55),SA-BC,Statistical Abstract for the several British oversea dominions and protectorates,,,,55,,1905-1919,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1895 to 1909 (47)",SA-BC,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,47,,1895-1909,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1896 to 1910 (48)",SA-BC,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,48,,1896-1910,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1897 to 1911 (49)",SA-BC,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,49,,1897-1911,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1899 to 1913 (51)",SA-BC,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,51,,1899-1913,
"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates in each year from 1900 to 1914 (52)",SA-BC,"Statistical Abstract for the several British self-governing dominions, colonies, possessions, and protectorates",,,,52,,1900-1914,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1850 to 1863 (1),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,1,,1850-1863,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1861 to 1875 (13),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,13,,1861-1875,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1863 to 1877 (15),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,15,,1863-1877,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1867 to 1881 (19),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,19,,1867-1881,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1869 to 1883 (21),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,21,,1869-1883,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1870 to 1884 (22),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,22,,1870-1884,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1871 to 1885 (23),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,23,,1871-1885,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1872 to 1886 (24),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,24,,1872-1886,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1874 to 1888 (26),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,26,,1874-1888,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1875 to 1889 (27),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,27,,1875-1889,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1877 to 1891 (29),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,29,,1877-1891,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1878 to 1892 (30),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,30,,1878-1892,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1883 to 1897 (35),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,35,,1883-1897,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1884 to 1898 (36),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,36,,1884-1898,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1885 to 1899 (37),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,37,,1885-1899,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1886 to 1900 (38),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,38,,1886-1900,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1887 to 1901 (39),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,39,,1887-1901,
Statistical Abstract for the several colonial and other possessions of the United Kingdom in each year from 1888 to 1902 (40),SA-BC,Statistical Abstract for the several colonial and other possessions of the United Kingdom,,,,40,,1888-1902,
Statistical Abstract of Foreign Countries,SAFC(US),Statistical Abstract of Foreign Countries,,,,,,,
Statistical Abstract of the United States. 1878.,SA-USA,Statistical Abstract of the United States,,,,,,1878,
Statistical Abstract of the United States. 1891.,SA-USA,Statistical Abstract of the United States,,,,,,1891,
Statistical Abstract of the United States. 1900.,SA-USA,Statistical Abstract of the United States,,,,,,1900,
Statistical Abstract of the United States. 1913.,SA-USA,Statistical Abstract of the United States,,,,,,1913,
Statistical abstract relating to British India. From 1840 to 1865,SA-IND,Statistical Abstract relating to British India,,,,,,1840-1865,
Statistical abstract relating to British India. From 1860 to 1869,SA-IND,Statistical Abstract relating to British India,,,,,,1860-1869,
Statistical abstract relating to British India. From 1867/8 to 1876/7,SA-IND,Statistical Abstract relating to British India,,,,,,1867/68-1876/77,
Statistical abstract relating to British India. From 1876/7 to 1885/6,SA-IND,Statistical Abstract relating to British India,,,,,,1876/77-1885/86,
Statistical abstract relating to British India. From 1884-5 to 1894-5.,SA-IND,Statistical Abstract relating to British India,,,,,,1884/85-1894/95,
Statistical abstract relating to British India. From 1885-6 to 1894-5,SA-IND,Statistical Abstract relating to British India,,,,,,1885/86-1894/95,
Statistical abstract relating to British India. From 1894-5 to 1903-4,SA-IND,Statistical Abstract relating to British India,,,,,,1894/95-1903/04,
Statistical abstract relating to British India. From 1903-4 to 1912-3,SA-IND,Statistical Abstract relating to British India,,,,,,1903/04-1912/13,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1850.,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1850,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1851.,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1851,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1856.,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1856,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1861.,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1861,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het Jaar 1866.,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1866,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1871,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1871,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1873,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1873,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1874,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1874,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1876,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1876,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1877,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1877,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1878,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1878,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1879,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1879,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1880,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1880,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1881,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1881,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1882.,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1882,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1883,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1883,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1884,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1884,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1885,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1885,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1886,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1886,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1887,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1887,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1888,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1888,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1889,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1889,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1890,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1890,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1891,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1891,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1892,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1892,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1893,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1893,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1894,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1894,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1895,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1895,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1896,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1896,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1897,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1897,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1898,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1898,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1899,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1899,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1900,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1900,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1901,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1901,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1902,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1902,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1903,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1903,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1904,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1904,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1905,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1905,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1906,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1906,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1907,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1907,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1908,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1908,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1909,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1909,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1910,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1910,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1911,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1911,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1912,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1912,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1913,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1913,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1914,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1914,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1915,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1915,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1916,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1916,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1917,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1917,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1918,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1918,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1920,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1920,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1921,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1921,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1922,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1922,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1923,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1923,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1924,SH-NL,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,,1924,
